timestamp,consumption
2017-01-05T11:00:00.000,37520.06128776867
2017-01-05T12:00:00.000,34517.80589225949
2017-01-05T13:00:00.000,36862.35965823028
2017-01-05T14:00:00.000,35323.36881189154
2017-01-05T15:00:00.000,33165.113662794996
2017-01-05T16:00:00.000,30519.968264166528
2017-01-05T17:00:00.000,35639.92462875242
2017-01-05T18:00:00.000,36753.046787950356
2017-01-05T19:00:00.000,42853.92629237483
2017-01-05T20:00:00.000,42957.15706940325
2017-01-05T21:00:00.000,42412.73718157691
2017-01-05T22:00:00.000,37493.33265470309
2017-01-05T23:00:00.000,35912.66624841655
2017-01-06T00:00:00.000,32980.06856555954
2017-01-06T01:00:00.000,27414.623702318928
2017-01-06T02:00:00.000,26365.315115404937
2017-01-06T03:00:00.000,27022.557591707166
2017-01-06T04:00:00.000,23262.765058349083
2017-01-06T05:00:00.000,24163.453914887174
2017-01-06T06:00:00.000,20674.08564424819
2017-01-06T07:00:00.000,24142.69223575251
2017-01-06T08:00:00.000,26550.008745728082
2017-01-06T09:00:00.000,28770.983955852273
2017-01-06T10:00:00.000,32702.653939681004
2017-01-06T11:00:00.000,31429.09637686465
2017-01-06T12:00:00.000,37437.38204306148
2017-01-06T13:00:00.000,37867.496016065284
2017-01-06T14:00:00.000,34988.690315790685
2017-01-06T15:00:00.000,29948.52723886388
2017-01-06T16:00:00.000,33102.192209524874
2017-01-06T17:00:00.000,32057.705756324176
2017-01-06T18:00:00.000,41028.84059392017
2017-01-06T19:00:00.000,42228.85783031859
2017-01-06T20:00:00.000,43944.12084679459
2017-01-06T21:00:00.000,42905.265026182686
2017-01-06T22:00:00.000,34363.85999727106
2017-01-06T23:00:00.000,34770.895775732744
2017-01-07T00:00:00.000,28335.709740718452
2017-01-07T01:00:00.000,23757.225864304168
2017-01-07T02:00:00.000,23677.77488544023
2017-01-07T03:00:00.000,22686.727198897515
2017-01-07T04:00:00.000,25949.363345516023
2017-01-07T05:00:00.000,23535.145517688452
2017-01-07T06:00:00.000,23241.971810747993
2017-01-07T07:00:00.000,24067.049263888697
2017-01-07T08:00:00.000,26015.37277478045
2017-01-07T09:00:00.000,30507.22018582764
2017-01-07T10:00:00.000,33386.4679323375
2017-01-07T11:00:00.000,33147.02287917858
2017-01-07T12:00:00.000,38242.62255919944
2017-01-07T13:00:00.000,34977.423531140485
2017-01-07T14:00:00.000,35187.02353468304
2017-01-07T15:00:00.000,35297.54244119177
2017-01-07T16:00:00.000,32671.2964956286
2017-01-07T17:00:00.000,32327.406035512016
2017-01-07T18:00:00.000,38774.05008805527
2017-01-07T19:00:00.000,44909.052718629064
2017-01-07T20:00:00.000,45835.94977641948
2017-01-07T21:00:00.000,39618.93667705951
2017-01-07T22:00:00.000,39232.065870743674
2017-01-07T23:00:00.000,33471.925475411495
2017-01-08T00:00:00.000,30489.808781617805
2017-01-08T01:00:00.000,27837.978343202107
2017-01-08T02:00:00.000,24045.185982969302
2017-01-08T03:00:00.000,22603.725787928783
2017-01-08T04:00:00.000,24409.731580544663
2017-01-08T05:00:00.000,23776.732255163013
2017-01-08T06:00:00.000,21673.42303267142
2017-01-08T07:00:00.000,24555.502386479806
2017-01-08T08:00:00.000,25382.940430351107
2017-01-08T09:00:00.000,27408.226031208542
2017-01-08T10:00:00.000,30093.104673236725
2017-01-08T11:00:00.000,36285.12795060853
2017-01-08T12:00:00.000,35553.68302033273
2017-01-08T13:00:00.000,33787.25159829811
2017-01-08T14:00:00.000,36222.126126718395
2017-01-08T15:00:00.000,35183.37385717106
2017-01-08T16:00:00.000,34428.40773387356
2017-01-08T17:00:00.000,34582.04737151172
2017-01-08T18:00:00.000,38455.499908274076
2017-01-08T19:00:00.000,42415.97786720048
2017-01-08T20:00:00.000,41573.37151642659
2017-01-08T21:00:00.000,39295.265446745696
2017-01-08T22:00:00.000,38919.71119920007
2017-01-08T23:00:00.000,32094.864341924207
2017-01-09T00:00:00.000,32515.76324338707
2017-01-09T01:00:00.000,26207.013825920378
2017-01-09T02:00:00.000,23619.60705611734
2017-01-09T03:00:00.000,26721.733071577888
2017-01-09T04:00:00.000,23026.723224402074
2017-01-09T05:00:00.000,23153.603276282778
2017-01-09T06:00:00.000,22716.397066824073
2017-01-09T07:00:00.000,23432.687688398557
