timestamp,total_consumption
2016-01-03T05:00:00.000,163556.27619999996
2016-01-03T06:00:00.000,166306.48049999995
2016-01-03T07:00:00.000,170018.5946
2016-01-03T08:00:00.000,171882.70399999997
2016-01-03T09:00:00.000,172079.72710000013
2016-01-03T10:00:00.000,172668.84759999978
2016-01-03T11:00:00.000,173936.47350000005
2016-01-03T12:00:00.000,174748.85550000024
2016-01-03T13:00:00.000,176317.69060000015
2016-01-03T14:00:00.000,176983.2957
2016-01-03T15:00:00.000,176584.72839999993
2016-01-03T16:00:00.000,176964.4425
2016-01-03T17:00:00.000,176371.50459999993
2016-01-03T18:00:00.000,175475.45360000007
2016-01-03T19:00:00.000,174422.53170000025
2016-01-03T20:00:00.000,172773.22549999985
2016-01-03T21:00:00.000,169716.59000000008
2016-01-03T22:00:00.000,167416.87230000013
2016-01-03T23:00:00.000,165934.78450000015
2016-01-04T00:00:00.000,164272.3614
2016-01-04T01:00:00.000,167985.4158000001
2016-01-04T02:00:00.000,162900.75620000012
2016-01-04T03:00:00.000,162710.43910000008
2016-01-04T04:00:00.000,165066.20899999986
2016-01-04T05:00:00.000,169385.23390000008
2016-01-04T06:00:00.000,178109.40459999998
2016-01-04T07:00:00.000,194786.8500999999
2016-01-04T08:00:00.000,209262.53500000018
2016-01-04T09:00:00.000,220331.8135000002
2016-01-04T10:00:00.000,225774.74310000002
2016-01-04T11:00:00.000,229473.50120000052
2016-01-04T12:00:00.000,229612.63010000013
2016-01-04T13:00:00.000,230883.30850000016
2016-01-04T14:00:00.000,229986.4729
2016-01-04T15:00:00.000,227669.29020000005
2016-01-04T16:00:00.000,224942.58540000004
2016-01-04T17:00:00.000,218939.3639999997
2016-01-04T18:00:00.000,212651.2036000002
2016-01-04T19:00:00.000,204230.2239000003
2016-01-04T20:00:00.000,197000.3463000001
2016-01-04T21:00:00.000,190276.92680000004
2016-01-04T22:00:00.000,183850.1914000002
2016-01-04T23:00:00.000,177773.53769999978
2016-01-05T00:00:00.000,174193.82500000024
2016-01-05T01:00:00.000,172809.9761
2016-01-05T02:00:00.000,171431.0602000003
2016-01-05T03:00:00.000,170986.52229999998
2016-01-05T04:00:00.000,171579.24850000007
2016-01-05T05:00:00.000,175122.65970000016
2016-01-05T06:00:00.000,185123.16919999997
2016-01-05T07:00:00.000,201662.75150000013
2016-01-05T08:00:00.000,214837.9688000004
2016-01-05T09:00:00.000,224645.5265999999
2016-01-05T10:00:00.000,229386.19880000025
2016-01-05T11:00:00.000,231182.64799999987
2016-01-05T12:00:00.000,232320.22360000017
2016-01-05T13:00:00.000,232824.64310000004
2016-01-05T14:00:00.000,233275.09710000048
2016-01-05T15:00:00.000,232675.45230000003
2016-01-05T16:00:00.000,227240.67260000043
2016-01-05T17:00:00.000,221437.48640000029
2016-01-05T18:00:00.000,215418.1252000002
2016-01-05T19:00:00.000,206211.85920000033
2016-01-05T20:00:00.000,198167.35729999977
2016-01-05T21:00:00.000,191563.39829999986
2016-01-05T22:00:00.000,185042.01840000012
2016-01-05T23:00:00.000,178228.2852999998
2016-01-06T00:00:00.000,175067.22690000007
2016-01-06T01:00:00.000,173371.94860000015
2016-01-06T02:00:00.000,172610.1414000002
2016-01-06T03:00:00.000,172194.0828000002
2016-01-06T04:00:00.000,173070.29200000037
2016-01-06T05:00:00.000,176344.47239999994
2016-01-06T06:00:00.000,186527.4854999999
2016-01-06T07:00:00.000,203964.84780000028
2016-01-06T08:00:00.000,216097.61119999984
2016-01-06T09:00:00.000,224897.79869999996
2016-01-06T10:00:00.000,238044.88060000035
2016-01-06T11:00:00.000,232057.09810000026
2016-01-06T12:00:00.000,232760.02220000018
2016-01-06T13:00:00.000,234004.80000000016
2016-01-06T14:00:00.000,232868.7354
2016-01-06T15:00:00.000,232170.1322000002
2016-01-06T16:00:00.000,230161.31330000027
2016-01-06T17:00:00.000,223930.54670000006
2016-01-06T18:00:00.000,217022.9199000003
2016-01-06T19:00:00.000,208343.0546
2016-01-06T20:00:00.000,201338.08120000028
2016-01-06T21:00:00.000,194332.16239999994
2016-01-06T22:00:00.000,186542.61930000002
2016-01-06T23:00:00.000,180091.00060000023
2016-01-07T00:00:00.000,176803.9896
2016-01-07T01:00:00.000,174136.75039999996
2016-01-07T02:00:00.000,173378.25650000016
2016-01-07T03:00:00.000,172468.8965
2016-01-07T04:00:00.000,173178.6968999999
2016-01-07T05:00:00.000,176933.9990999998
2016-01-07T06:00:00.000,185174.1521000002
2016-01-07T07:00:00.000,202225.6654000001
2016-01-07T08:00:00.000,214351.2723000001
2016-01-07T09:00:00.000,224872.65969999987
2016-01-07T10:00:00.000,230263.36220000012
2016-01-07T11:00:00.000,232016.8228999999
2016-01-07T12:00:00.000,233136.38939999993
2016-01-07T13:00:00.000,233715.52810000026
2016-01-07T14:00:00.000,231873.52019999968
2016-01-07T15:00:00.000,232037.96799999976
2016-01-07T16:00:00.000,226943.8457999999
2016-01-07T17:00:00.000,223519.0733999998
2016-01-07T18:00:00.000,216064.3020000004
2016-01-07T19:00:00.000,206677.36220000012
2016-01-07T20:00:00.000,199232.75420000008
2016-01-07T21:00:00.000,193066.04779999988
2016-01-07T22:00:00.000,186826.0346000001
2016-01-07T23:00:00.000,180735.80810000002
2016-01-08T00:00:00.000,176580.091
2016-01-08T01:00:00.000,173379.38149999984
2016-01-08T02:00:00.000,171527.1076
2016-01-08T03:00:00.000,171210.9451999999
2016-01-08T04:00:00.000,170258.55220000012
2016-01-08T05:00:00.000,175588.80410000012
2016-01-08T06:00:00.000,181325.74210000003
2016-01-08T07:00:00.000,199361.55689999997
2016-01-08T08:00:00.000,209704.79210000034
2016-01-08T09:00:00.000,219564.5682999999
2016-01-08T10:00:00.000,224785.6746999998
2016-01-08T11:00:00.000,228420.4713000003
2016-01-08T12:00:00.000,228714.16310000012
2016-01-08T13:00:00.000,228946.42910000018
2016-01-08T14:00:00.000,228523.27660000022
2016-01-08T15:00:00.000,228374.78150000016
2016-01-08T16:00:00.000,224492.58950000015
2016-01-08T17:00:00.000,217746.06419999996
2016-01-08T18:00:00.000,211024.50919999985
2016-01-08T19:00:00.000,201657.71040000024
2016-01-08T20:00:00.000,195381.1656000002
2016-01-08T21:00:00.000,188957.8847
2016-01-08T22:00:00.000,182011.3383999999
2016-01-08T23:00:00.000,174414.95220000044
2016-01-09T00:00:00.000,172005.41980000018
2016-01-09T01:00:00.000,169628.15980000008
2016-01-09T02:00:00.000,168055.9025999998
2016-01-09T03:00:00.000,167929.5495999999
2016-01-09T04:00:00.000,167840.31179999985
2016-01-09T05:00:00.000,169349.32880000028
2016-01-09T06:00:00.000,173108.19299999997
2016-01-09T07:00:00.000,177821.15900000013
2016-01-09T08:00:00.000,181652.60770000023
2016-01-09T09:00:00.000,182919.32700000014
2016-01-09T10:00:00.000,184843.25940000027
2016-01-09T11:00:00.000,187496.94139999995
2016-01-09T12:00:00.000,189550.4534000001
2016-01-09T13:00:00.000,190686.30370000008
2016-01-09T14:00:00.000,189580.63340000005
2016-01-09T15:00:00.000,190480.9274000002
2016-01-09T16:00:00.000,189239.42070000008
2016-01-09T17:00:00.000,187872.0121999998
2016-01-09T18:00:00.000,186289.06480000028
2016-01-09T19:00:00.000,184327.46079999994
2016-01-09T20:00:00.000,182261.43279999995
2016-01-09T21:00:00.000,179122.67420000036
2016-01-09T22:00:00.000,175390.36140000017
2016-01-09T23:00:00.000,172147.83590000015
2016-01-10T00:00:00.000,165540.7172000002
2016-01-10T01:00:00.000,164842.42800000004
2016-01-10T02:00:00.000,164239.87499999988
2016-01-10T03:00:00.000,163549.45349999992
2016-01-10T04:00:00.000,164263.49869999985
2016-01-10T05:00:00.000,164497.2370999998
2016-01-10T06:00:00.000,167606.90129999997
2016-01-10T07:00:00.000,170933.39649999986
2016-01-10T08:00:00.000,172733.434
2016-01-10T09:00:00.000,173644.614
2016-01-10T10:00:00.000,174469.12710000013
2016-01-10T11:00:00.000,176488.8944000001
2016-01-10T12:00:00.000,178018.9873
2016-01-10T13:00:00.000,178987.64010000002
2016-01-10T14:00:00.000,179323.42509999967
2016-01-10T15:00:00.000,179466.7815
2016-01-10T16:00:00.000,179568.56280000022
2016-01-10T17:00:00.000,179331.43230000001
2016-01-10T18:00:00.000,178989.63839999994
2016-01-10T19:00:00.000,178169.4104000002
2016-01-10T20:00:00.000,177111.57220000023
2016-01-10T21:00:00.000,175464.8055000001
2016-01-10T22:00:00.000,173132.5665999998
2016-01-10T23:00:00.000,170479.56180000008
2016-01-11T00:00:00.000,177109.78020000018
2016-01-11T01:00:00.000,175384.6206999999
2016-01-11T02:00:00.000,176447.90990000003
2016-01-11T03:00:00.000,176833.01740000024
2016-01-11T04:00:00.000,178467.7900000001
2016-01-11T05:00:00.000,182994.3827
2016-01-11T06:00:00.000,191959.81980000008
2016-01-11T07:00:00.000,209803.1551000001
2016-01-11T08:00:00.000,223129.1667999999
2016-01-11T09:00:00.000,234509.0626000001
2016-01-11T10:00:00.000,240749.14530000024
2016-01-11T11:00:00.000,242506.9293000001
2016-01-11T12:00:00.000,245413.58680000043
2016-01-11T13:00:00.000,245352.33040000004
2016-01-11T14:00:00.000,244870.9838000002
2016-01-11T15:00:00.000,244029.57629999993
2016-01-11T16:00:00.000,237976.6403000001
2016-01-11T17:00:00.000,234791.2442
2016-01-11T18:00:00.000,227028.45480000033
2016-01-11T19:00:00.000,218243.57290000038
2016-01-11T20:00:00.000,211116.62610000014
2016-01-11T21:00:00.000,204174.37509999983
2016-01-11T22:00:00.000,196149.07719999988
2016-01-11T23:00:00.000,189211.80780000013
2016-01-12T00:00:00.000,181494.83719999975
2016-01-12T01:00:00.000,177663.58409999983
2016-01-12T02:00:00.000,176572.60430000036
2016-01-12T03:00:00.000,175610.31160000004
2016-01-12T04:00:00.000,176234.70640000005
2016-01-12T05:00:00.000,180127.54710000008
2016-01-12T06:00:00.000,188905.53690000006
2016-01-12T07:00:00.000,207914.95750000008
2016-01-12T08:00:00.000,220821.68500000046
2016-01-12T09:00:00.000,231848.63230000023
2016-01-12T10:00:00.000,238632.76100000003
2016-01-12T11:00:00.000,241574.44490000026
2016-01-12T12:00:00.000,242923.99999999983
2016-01-12T13:00:00.000,243207.77279999972
2016-01-12T14:00:00.000,242419.76279999973
2016-01-12T15:00:00.000,240709.10529999988
2016-01-12T16:00:00.000,236879.78470000048
2016-01-12T17:00:00.000,232312.9633000001
2016-01-12T18:00:00.000,224787.71519999995
2016-01-12T19:00:00.000,215163.7675000002
2016-01-12T20:00:00.000,207827.52950000003
2016-01-12T21:00:00.000,201113.7953
2016-01-12T22:00:00.000,192754.4027000001
2016-01-12T23:00:00.000,181999.7449
2016-01-13T00:00:00.000,181960.10760000028
2016-01-13T01:00:00.000,178858.44790000023
2016-01-13T02:00:00.000,177037.35990000048
2016-01-13T03:00:00.000,176808.09150000007
2016-01-13T04:00:00.000,177623.78060000023
2016-01-13T05:00:00.000,181706.2342999999
2016-01-13T06:00:00.000,192180.02820000032
2016-01-13T07:00:00.000,210348.4317
2016-01-13T08:00:00.000,224080.24419999993
2016-01-13T09:00:00.000,234933.34970000025
2016-01-13T10:00:00.000,239634.22630000027
2016-01-13T11:00:00.000,241864.65930000017
2016-01-13T12:00:00.000,242398.7624000003
2016-01-13T13:00:00.000,243666.41440000047
2016-01-13T14:00:00.000,243800.29039999997
2016-01-13T15:00:00.000,241464.69609999994
2016-01-13T16:00:00.000,238549.50700000013
2016-01-13T17:00:00.000,233215.6509000004
2016-01-13T18:00:00.000,225476.01190000048
2016-01-13T19:00:00.000,216490.98049999992
2016-01-13T20:00:00.000,209152.33200000034
2016-01-13T21:00:00.000,201044.59130000032
2016-01-13T22:00:00.000,193045.3570000001
2016-01-13T23:00:00.000,165519.7378
2016-01-14T00:00:00.000,181238.69700000007
2016-01-14T01:00:00.000,178086.81269999972
2016-01-14T02:00:00.000,176758.07640000017
2016-01-14T03:00:00.000,176440.64710000044
2016-01-14T04:00:00.000,177169.51549999992
2016-01-14T05:00:00.000,180114.2374999999
2016-01-14T06:00:00.000,190044.39220000003
2016-01-14T07:00:00.000,208289.17659999983
2016-01-14T08:00:00.000,218655.71280000033
2016-01-14T09:00:00.000,231352.6710000004
2016-01-14T10:00:00.000,236201.58470000006
2016-01-14T11:00:00.000,239119.65660000034
2016-01-14T12:00:00.000,240001.6842999999
2016-01-14T13:00:00.000,240723.33210000032
2016-01-14T14:00:00.000,240045.2657000003
2016-01-14T15:00:00.000,237742.2512000001
2016-01-14T16:00:00.000,232178.64300000013
2016-01-14T17:00:00.000,226593.5528000001
2016-01-14T18:00:00.000,219874.36560000014
2016-01-14T19:00:00.000,210353.41449999998
2016-01-14T20:00:00.000,202977.57440000004
2016-01-14T21:00:00.000,195804.06990000012
2016-01-14T22:00:00.000,187754.20020000028
2016-01-14T23:00:00.000,181631.05889999954
2016-01-15T00:00:00.000,177541.0997
2016-01-15T01:00:00.000,174749.90510000006
2016-01-15T02:00:00.000,172912.7260999999
2016-01-15T03:00:00.000,172286.57839999997
2016-01-15T04:00:00.000,173054.93090000006
2016-01-15T05:00:00.000,176377.45780000024
2016-01-15T06:00:00.000,185645.18760000056
2016-01-15T07:00:00.000,204782.48680000022
2016-01-15T08:00:00.000,218506.57559999995
2016-01-15T09:00:00.000,228862.85029999973
2016-01-15T10:00:00.000,235555.74640000006
2016-01-15T11:00:00.000,237845.45559999996
2016-01-15T12:00:00.000,239484.3478000001
2016-01-15T13:00:00.000,239410.7895
2016-01-15T14:00:00.000,238282.96319999985
2016-01-15T15:00:00.000,237455.65610000008
2016-01-15T16:00:00.000,233195.18609999985
2016-01-15T17:00:00.000,226156.29160000003
2016-01-15T18:00:00.000,217343.20230000006
2016-01-15T19:00:00.000,208384.17000000007
2016-01-15T20:00:00.000,201336.08599999992
2016-01-15T21:00:00.000,193227.4927000001
2016-01-15T22:00:00.000,186072.34540000022
2016-01-15T23:00:00.000,178292.3137999999
2016-01-16T00:00:00.000,173635.08839999995
2016-01-16T01:00:00.000,171143.64520000014
2016-01-16T02:00:00.000,169705.92900000035
2016-01-16T03:00:00.000,168775.7028999998
2016-01-16T04:00:00.000,168773.7028999998
2016-01-16T05:00:00.000,168992.27730000022
2016-01-16T06:00:00.000,172150.4091000001
2016-01-16T07:00:00.000,178165.06029999978
2016-01-16T08:00:00.000,182090.4298
2016-01-16T09:00:00.000,184680.38730000006
2016-01-16T10:00:00.000,186987.15640000004
2016-01-16T11:00:00.000,189970.88739999998
2016-01-16T12:00:00.000,191302.78620000015
2016-01-16T13:00:00.000,190921.60919999998
2016-01-16T14:00:00.000,191427.83269999962
2016-01-16T15:00:00.000,191159.1956000001
2016-01-16T16:00:00.000,192015.95840000015
2016-01-16T17:00:00.000,190560.77180000002
2016-01-16T18:00:00.000,189609.59299999994
2016-01-16T19:00:00.000,187778.88470000002
2016-01-16T20:00:00.000,185246.65250000017
2016-01-16T21:00:00.000,182705.8903
2016-01-16T22:00:00.000,179197.42010000005
2016-01-16T23:00:00.000,174905.11959999992
2016-01-17T00:00:00.000,172930.27249999993
2016-01-17T01:00:00.000,170882.5733999997
2016-01-17T02:00:00.000,169768.6704000001
2016-01-17T03:00:00.000,169424.1842
2016-01-17T04:00:00.000,169590.55109999998
2016-01-17T05:00:00.000,170540.8283000002
2016-01-17T06:00:00.000,172786.77020000003
2016-01-17T07:00:00.000,176718.01890000002
2016-01-17T08:00:00.000,179213.9732999998
2016-01-17T09:00:00.000,180188.01160000038
2016-01-17T10:00:00.000,182744.03479999988
2016-01-17T11:00:00.000,184218.32770000002
2016-01-17T12:00:00.000,188522.85009999992
2016-01-17T13:00:00.000,190571.44480000008
2016-01-17T14:00:00.000,190952.08780000015
2016-01-17T15:00:00.000,191502.48090000017
2016-01-17T16:00:00.000,191107.39870000002
2016-01-17T17:00:00.000,190243.02990000014
2016-01-17T18:00:00.000,189527.12049999993
2016-01-17T19:00:00.000,188427.7243000001
2016-01-17T20:00:00.000,185750.29060000015
2016-01-17T21:00:00.000,183534.2132
2016-01-17T22:00:00.000,181722.34909999985
2016-01-17T23:00:00.000,178724.6213
2016-01-18T00:00:00.000,176560.62520000036
2016-01-18T01:00:00.000,174623.38740000004
2016-01-18T02:00:00.000,173795.52469999992
2016-01-18T03:00:00.000,173571.71899999998
2016-01-18T04:00:00.000,174946.3921
2016-01-18T05:00:00.000,178827.61320000002
2016-01-18T06:00:00.000,186352.99339999995
2016-01-18T07:00:00.000,198888.9709
2016-01-18T08:00:00.000,206000.97019999992
2016-01-18T09:00:00.000,211422.3274999996
2016-01-18T10:00:00.000,215478.4126000002
2016-01-18T11:00:00.000,219151.62969999996
2016-01-18T12:00:00.000,220872.95320000013
2016-01-18T13:00:00.000,222022.13360000018
2016-01-18T14:00:00.000,220848.70569999996
2016-01-18T15:00:00.000,220309.55180000013
2016-01-18T16:00:00.000,219544.32910000035
2016-01-18T17:00:00.000,218047.67690000002
2016-01-18T18:00:00.000,215001.19800000018
2016-01-18T19:00:00.000,209913.66149999987
2016-01-18T20:00:00.000,204927.8108000002
2016-01-18T21:00:00.000,198448.4526000005
2016-01-18T22:00:00.000,192539.76910000024
2016-01-18T23:00:00.000,187351.79710000008
2016-01-19T00:00:00.000,183611.49999999968
2016-01-19T01:00:00.000,181681.78869999986
2016-01-19T02:00:00.000,180368.25630000012
2016-01-19T03:00:00.000,179292.61869999988
2016-01-19T04:00:00.000,180518.95840000024
2016-01-19T05:00:00.000,184290.21409999963
2016-01-19T06:00:00.000,194763.20869999984
2016-01-19T07:00:00.000,212372.8698
2016-01-19T08:00:00.000,229064.6655000003
2016-01-19T09:00:00.000,244014.4860999999
2016-01-19T10:00:00.000,250092.92080000002
2016-01-19T11:00:00.000,253232.70370000004
2016-01-19T12:00:00.000,255317.50689999995
2016-01-19T13:00:00.000,255736.326
2016-01-19T14:00:00.000,255182.32479999968
2016-01-19T15:00:00.000,253580.6536999997
2016-01-19T16:00:00.000,250573.52599999972
2016-01-19T17:00:00.000,246926.36250000016
2016-01-19T18:00:00.000,239386.58980000054
2016-01-19T19:00:00.000,228359.84670000017
2016-01-19T20:00:00.000,219355.20360000015
2016-01-19T21:00:00.000,210821.94829999987
2016-01-19T22:00:00.000,202145.8049999998
2016-01-19T23:00:00.000,179830.1298000002
2016-01-20T00:00:00.000,170216.04740000019
2016-01-20T01:00:00.000,234478.12719999996
2016-01-20T02:00:00.000,165677.79290000003
2016-01-20T03:00:00.000,164560.62660000022
2016-01-20T04:00:00.000,165813.6830000001
2016-01-20T05:00:00.000,168425.73630000002
2016-01-20T06:00:00.000,177894.35150000016
2016-01-20T07:00:00.000,193807.16680000015
2016-01-20T08:00:00.000,208363.82260000016
2016-01-20T09:00:00.000,219251.46129999997
2016-01-20T10:00:00.000,224218.22060000035
2016-01-20T11:00:00.000,227484.08440000025
2016-01-20T12:00:00.000,254645.68030000007
2016-01-20T13:00:00.000,256217.11859999993
2016-01-20T14:00:00.000,254627.5948999999
2016-01-20T15:00:00.000,255246.5761999999
2016-01-20T16:00:00.000,247301.1137000002
2016-01-20T17:00:00.000,242454.79710000003
2016-01-20T18:00:00.000,234798.4856000004
2016-01-20T19:00:00.000,225763.8192000002
2016-01-20T20:00:00.000,217009.9382000001
2016-01-20T21:00:00.000,208538.56940000012
2016-01-20T22:00:00.000,199964.40630000006
2016-01-20T23:00:00.000,192925.48800000027
2016-01-21T00:00:00.000,184044.1369999999
2016-01-21T01:00:00.000,180223.03359999988
2016-01-21T02:00:00.000,177669.09090000007
2016-01-21T03:00:00.000,176987.31940000027
2016-01-21T04:00:00.000,178186.29710000005
2016-01-21T05:00:00.000,182251.08310000025
2016-01-21T06:00:00.000,193113.20469999997
2016-01-21T07:00:00.000,212797.6550999999
2016-01-21T08:00:00.000,226028.89970000013
2016-01-21T09:00:00.000,237601.39829999988
2016-01-21T10:00:00.000,245403.06840000016
2016-01-21T11:00:00.000,250065.85989999995
2016-01-21T12:00:00.000,252431.67109999966
2016-01-21T13:00:00.000,253736.46760000027
2016-01-21T14:00:00.000,253623.40700000012
2016-01-21T15:00:00.000,252490.22090000033
2016-01-21T16:00:00.000,248547.0853999999
2016-01-21T17:00:00.000,242058.02420000004
2016-01-21T18:00:00.000,235470.8061
2016-01-21T19:00:00.000,226025.5764999997
2016-01-21T20:00:00.000,217900.3835
2016-01-21T21:00:00.000,209177.65429999988
2016-01-21T22:00:00.000,199770.79079999993
2016-01-21T23:00:00.000,192850.33769999997
2016-01-22T00:00:00.000,187907.8742000001
2016-01-22T01:00:00.000,184754.28480000002
2016-01-22T02:00:00.000,182341.30209999988
2016-01-22T03:00:00.000,181177.36360000024
2016-01-22T04:00:00.000,182354.11180000025
2016-01-22T05:00:00.000,185966.11770000044
2016-01-22T06:00:00.000,196918.50050000017
2016-01-22T07:00:00.000,213320.7988999997
2016-01-22T08:00:00.000,224952.57310000004
2016-01-22T09:00:00.000,236308.2996
2016-01-22T10:00:00.000,242227.44229999982
2016-01-22T11:00:00.000,245239.43329999995
2016-01-22T12:00:00.000,246891.81239999994
2016-01-22T13:00:00.000,244441.29469999997
2016-01-22T14:00:00.000,245596.72699999993
2016-01-22T15:00:00.000,240655.28400000033
2016-01-22T16:00:00.000,237520.89600000042
2016-01-22T17:00:00.000,232596.48780000024
2016-01-22T18:00:00.000,224841.2516000003
2016-01-22T19:00:00.000,216129.01770000023
2016-01-22T20:00:00.000,207762.0064000003
2016-01-22T21:00:00.000,200307.47460000007
2016-01-22T22:00:00.000,190800.7036000001
2016-01-22T23:00:00.000,185418.22479999994
2016-01-23T00:00:00.000,179680.11050000007
2016-01-23T01:00:00.000,177105.4996000002
2016-01-23T02:00:00.000,175521.0432000002
2016-01-23T03:00:00.000,174574.46049999996
2016-01-23T04:00:00.000,173892.80360000004
2016-01-23T05:00:00.000,175057.8067
2016-01-23T06:00:00.000,178423.02649999992
2016-01-23T07:00:00.000,183283.8329
2016-01-23T08:00:00.000,186404.13269999964
2016-01-23T09:00:00.000,191380.38369999998
2016-01-23T10:00:00.000,194011.63269999987
2016-01-23T11:00:00.000,197412.85689999993
2016-01-23T12:00:00.000,199311.0304000001
2016-01-23T13:00:00.000,199554.51760000002
2016-01-23T14:00:00.000,199258.8219000001
2016-01-23T15:00:00.000,198955.71570000012
2016-01-23T16:00:00.000,199280.0024
2016-01-23T17:00:00.000,199002.18090000004
2016-01-23T18:00:00.000,198778.9672999998
2016-01-23T19:00:00.000,196812.8589
2016-01-23T20:00:00.000,193985.01579999988
2016-01-23T21:00:00.000,190228.50460000001
2016-01-23T22:00:00.000,185748.61010000017
2016-01-23T23:00:00.000,182067.0355
2016-01-24T00:00:00.000,180810.8715
2016-01-24T01:00:00.000,178625.7098
2016-01-24T02:00:00.000,177316.56439999983
2016-01-24T03:00:00.000,175998.25440000015
2016-01-24T04:00:00.000,176049.29639999993
2016-01-24T05:00:00.000,176940.29730000015
2016-01-24T06:00:00.000,179369.56290000016
2016-01-24T07:00:00.000,182917.2732000001
2016-01-24T08:00:00.000,185129.84269999986
2016-01-24T09:00:00.000,186423.9184000001
2016-01-24T10:00:00.000,187874.2480000002
2016-01-24T11:00:00.000,190065.84260000035
2016-01-24T12:00:00.000,193278.22120000006
2016-01-24T13:00:00.000,194923.02549999996
2016-01-24T14:00:00.000,195845.52430000025
2016-01-24T15:00:00.000,196439.23910000036
2016-01-24T16:00:00.000,195439.9976000001
2016-01-24T17:00:00.000,195417.03879999995
2016-01-24T18:00:00.000,196388.0223
2016-01-24T19:00:00.000,195503.38690000036
2016-01-24T20:00:00.000,194368.40099999998
2016-01-24T21:00:00.000,191598.9435000003
2016-01-24T22:00:00.000,188857.039
2016-01-24T23:00:00.000,185815.1924000001
2016-01-25T00:00:00.000,181736.10629999987
2016-01-25T01:00:00.000,179463.87890000013
2016-01-25T02:00:00.000,178452.6924999999
2016-01-25T03:00:00.000,178148.07920000024
2016-01-25T04:00:00.000,179514.3209
2016-01-25T05:00:00.000,183518.20730000013
2016-01-25T06:00:00.000,194072.35520000002
2016-01-25T07:00:00.000,210398.56570000027
2016-01-25T08:00:00.000,221363.40979999985
2016-01-25T09:00:00.000,228807.06119999997
2016-01-25T10:00:00.000,213769.19770000008
2016-01-25T11:00:00.000,216154.77120000008
2016-01-25T12:00:00.000,217047.87370000005
2016-01-25T13:00:00.000,216633.37760000027
2016-01-25T14:00:00.000,215971.65460000007
2016-01-25T15:00:00.000,213650.35040000008
2016-01-25T16:00:00.000,205660.82050000012
2016-01-25T17:00:00.000,206436.98049999998
2016-01-25T18:00:00.000,202583.05720000013
2016-01-25T19:00:00.000,195626.29719999974
2016-01-25T20:00:00.000,189729.4044000001
2016-01-25T21:00:00.000,183060.36979999967
2016-01-25T22:00:00.000,176025.0225000002
2016-01-25T23:00:00.000,169540.98030000023
2016-01-26T00:00:00.000,166030.6346000001
2016-01-26T01:00:00.000,250625.41830000046
2016-01-26T02:00:00.000,160937.2099000002
2016-01-26T03:00:00.000,160186.82129999998
2016-01-26T04:00:00.000,160966.9329
2016-01-26T05:00:00.000,163926.8564
2016-01-26T06:00:00.000,173627.06269999992
2016-01-26T07:00:00.000,187378.28930000018
2016-01-26T08:00:00.000,199386.8993999997
2016-01-26T09:00:00.000,216848.54180000015
2016-01-26T10:00:00.000,239510.42959999986
2016-01-26T11:00:00.000,242333.1825999999
